scene_id,im_id,obj_id,IoU
49,1592,3,0.9174695789029212
49,1595,3,0.9254448881479471
49,1614,3,0.915338606984372
49,1615,3,0.9133222604194832
49,1618,3,0.9140760764626376
49,1631,3,0.9122224367638541
49,1641,3,0.9188541339201509
49,1644,3,0.9146394525533009
49,1655,3,0.9181177033111527
49,1671,3,0.9239290695357641
49,1677,3,0.9205191245818387
49,1682,3,0.9191413092182981
49,1688,3,0.9222195002449779
49,1881,3,0.9196654561461428
49,2061,3,0.9087248804687781
49,2064,3,0.902635458238953
49,2089,3,0.9041125856788683
49,2097,3,0.9063543922763482
49,2119,3,0.8963599780501189
49,2123,3,0.8981107108726016
49,2146,3,0.8910997880016365
49,2151,3,0.8923399318938742
49,2173,3,0.8830146231721034
49,2196,3,0.89085042465601
49,1,6,0.0
49,36,6,0.0
49,47,6,0.0
49,58,6,0.0
49,65,6,0.0
49,73,6,0.0
49,91,6,0.0
49,109,6,0.0
49,125,6,0.0
49,148,6,0.0
49,231,6,0.0
49,357,6,0.8504620554466537
49,521,6,0.8591747641177299
49,526,6,0.8466060181945416
49,537,6,0.8474339253251294
49,542,6,0.8550196298373528
49,552,6,0.8669388904533935
49,558,6,0.855901317633866
49,564,6,0.8528874525783335
49,570,6,0.8656081655798129
49,576,6,0.8607594936708861
49,591,6,0.8652382294897096
49,594,6,0.8629134412385644
49,617,6,0.8613097742252138
49,629,6,0.8428848283499446
49,631,6,0.8587562744004462
49,651,6,0.8633445002791736
49,669,6,0.8664454583160515
49,762,6,0.8789671866594944
49,1024,6,0.8868881562262236
49,1036,6,0.9254682622268471
49,1052,6,0.9033909149072297
49,1067,6,0.8537872126617259
49,1095,6,0.9177618737800911
49,1102,6,0.9194876486733761
49,1130,6,0.9495460440985732
49,1144,6,0.8877513260145553
49,1150,6,0.891759520019591
49,1157,6,0.9230294806956951
49,1168,6,0.9482866043613707
49,1179,6,0.9352941176470588
49,1269,6,0.9209394641085015
49,1491,6,0.8684129745216412
49,1554,6,0.9402196873679763
49,1557,6,0.9480616038236857
49,1565,6,0.9376734258271078
49,1568,6,0.927522349936143
49,1575,6,0.9126121372031663
49,1582,6,0.8980851731714974
49,1587,6,0.8927602754016274
49,1592,6,0.9085756271648998
49,1595,6,0.9276505061267981
49,1614,6,0.9159187042195399
49,1615,6,0.9218976590014502
49,1618,6,0.9215584952459694
49,1631,6,0.9230371900826446
49,1641,6,0.9098699153417303
49,1644,6,0.893880074180919
49,1655,6,0.9152310924369748
49,1671,6,0.915053091817614
49,1677,6,0.9174865122183434
49,1682,6,0.9229603981822116
49,1688,6,0.9160429547673283
49,1881,6,0.9199355185384201
49,2061,6,0.9457183356958225
49,2064,6,0.9462778845350489
49,2089,6,0.949582665879774
49,2097,6,0.9321934945788157
49,2119,6,0.9437664907651715
49,2123,6,0.9493953950637734
49,2146,6,0.9530843474611834
49,2151,6,0.9558611323317205
49,2173,6,0.9601185436071126
49,2196,6,0.948440065681445
49,1,9,0.0
49,36,9,0.0
49,47,9,0.0
49,58,9,0.0
49,65,9,0.0
49,73,9,0.0
49,91,9,0.0
49,109,9,0.0
49,125,9,0.0
49,148,9,0.0
49,231,9,0.0
49,357,9,0.0
49,521,9,0.0
49,526,9,0.0
49,537,9,0.0
49,542,9,0.0
49,552,9,0.0
49,558,9,0.0
49,564,9,0.0
49,570,9,0.0
49,576,9,0.0
49,591,9,0.0
49,594,9,0.0
49,617,9,0.0
49,629,9,0.0
49,631,9,0.0
49,651,9,0.0
49,669,9,0.0
49,762,9,0.0
49,1024,9,0.0
49,1036,9,0.0
49,1052,9,0.0
49,1067,9,0.0
49,1095,9,0.0
49,1102,9,0.0
49,1130,9,0.0
49,1144,9,0.0
49,1150,9,0.0
49,1157,9,0.0
49,1168,9,0.0
49,1172,9,0.0
49,1179,9,0.0
49,1269,9,0.0
49,1491,9,0.0
49,1554,9,0.0
49,1557,9,0.0
49,1565,9,0.0
49,1568,9,0.0
49,1575,9,0.0
49,1582,9,0.0
49,1587,9,0.0
49,1592,9,0.0
49,1595,9,0.0
49,1614,9,0.0
49,1615,9,0.0
49,1618,9,0.0
49,1631,9,0.0
49,1641,9,0.0
49,1644,9,0.0
49,1655,9,0.0
49,1671,9,0.0
49,1677,9,0.0
49,1682,9,0.0
49,1688,9,0.0
49,1881,9,0.0
49,2061,9,0.0
49,2064,9,0.0
49,2089,9,0.0
49,2097,9,0.0
