obj_id,mAP
1,0.26646706586826346
2,0.6417777777777778
3,0.5413333333333333
4,0.7384444444444445
5,0.7746666666666667
6,0.5728187919463088
7,0.0
8,0.0
9,0.0
10,0.8820000000000001
11,0.8737777777777778
12,0.595
13,0.7893333333333333
14,0.7813333333333333
15,0.757
16,0.6719999999999999
17,0.432
18,0.45
19,0.16866666666666666
20,0.5568965517241379
21,0.508
