object_id,scene_id,image_id,rotation_error,translation_error
1,48,1,167.93865668409978,25.071252479798652
1,48,36,166.5814941217353,76.29228135392012
1,48,47,172.6371771886198,40.307361429937124
1,48,83,4.894896087855895,31.33568599320772
1,48,112,168.30014160597707,20.086242635704615
1,48,1024,2.2639639433926977,15.08707496271005
1,48,1027,176.89665899154522,59.254525944040495
1,48,1059,5.773113282049492,24.454681779847988
1,48,1075,177.51107329825163,23.20377740346602
1,48,1083,3.9677297607861277,22.334006869510528
1,48,1087,12.336581500473805,5.8503012593200845
1,48,1090,176.83670279524,77.86883738151471
1,48,1094,18.01652944022018,14.015238667242354
1,48,1097,167.01635794976517,26.056606140447123
1,48,1103,7.9789699144375446,13.137676710215908
1,48,1104,162.76954129681994,5.390154020614341
1,48,1107,173.3487071397311,21.42825114931519
1,48,1113,167.343507523276,17.04240235428911
1,48,1119,6.941359743277545,27.6851268104448
1,48,1120,18.04992042917602,21.03329464897782
1,48,1122,144.28403178430258,36.17878527426407
1,48,1124,14.250079528662217,14.082751127909216
1,48,1126,168.30865737832295,24.226548210632107
1,48,1128,8.056365083645208,68.5395275944271
1,48,1132,173.26275643964917,37.67039991761816
1,48,1133,12.311526926187055,98.46615003457184
1,48,1137,2.252197355112295,29.92931695313818
1,48,1540,177.02139112820086,57.8335640791909
1,48,1542,159.77944223015876,43.47647722430585
1,48,1543,173.3369422284811,97.27296710079116
1,48,1568,162.09766165618342,22.50284537372563
1,48,1569,13.409815931383815,58.558408846511455
1,48,1571,7.957624018746824,35.5226832855596
1,48,1572,165.72033949008664,75.59525068956319
1,48,1576,171.19633992652527,7.693276116006003
1,48,1577,162.87536347945687,34.680430852948824
1,48,1579,5.129887858208747,44.6950881144993
1,48,1580,162.7403751768096,111.51756319995904
1,48,1583,10.847255896383903,102.1063789140893
1,48,1586,7.99110288214804,31.86428374074579
1,48,1587,155.04292125480205,83.62807142078539
1,48,1588,169.2475291639408,50.79719184359743
1,48,1589,5.2841066759640585,40.42888978155871
1,48,1597,6.779116020729419,38.40986632763804
1,48,1605,163.47106697961442,24.8117105814387
1,48,1608,7.995327093549869,49.75885027602402
1,48,1609,164.8972678932239,11.643851924956511
1,48,1611,173.78920941766623,138.48966227589048
1,48,1619,166.60907842773997,33.796691647718376
1,48,1622,9.103253159939461,37.96442699339335
1,48,1624,151.92250645455508,20.151725398051894
1,48,1626,11.669284162488635,17.89674980156293
1,48,1631,149.79176083789125,40.622912227491156
1,48,1639,162.6514929364387,53.528010228046256
1,48,1641,5.387953724769489,40.57467982485284
1,48,1643,161.34203273507697,37.921437515271855
1,48,1644,177.70071417756844,40.437066789085065
1,48,1645,32.68005501279622,49.74993448478845
1,48,1648,172.82718094898487,10.170676744676351
1,48,1649,165.4118009086115,40.1087458677044
1,48,1724,161.1082311771711,120.87308782652617
1,48,1874,9.433303423884619,216.10706848542844
1,48,2040,8.64659356207515,76.75462596292637
1,48,2050,18.47976923484452,19.256259041164487
1,48,2051,100.78139624795615,866.8273273798924
1,48,2066,158.57923694256777,1746.1586351967032
1,48,2069,41.37539167114509,1130.8165206028432
1,48,2070,11.00196219955492,45.47993440246672
1,48,2083,7.679444183686345,59.668150259035414
1,48,2090,10.370120802504527,156.7040490792318
1,48,2104,9.052891610337493,112.22640775663281
1,48,2133,26.124882994906407,22.002285936463654
1,48,2144,18.682084597394436,24.095998217806223
1,48,2160,15.721349981273233,42.39002344860494
1,51,1,128.52721488424785,76.40228380383665
1,51,35,3.193505454928812,34.46992501716586
1,51,83,147.35076537918286,124.86916457530407
1,51,100,159.61822292467699,25.691538832256246
1,51,116,161.2235367317351,31.02842242853595
1,51,138,5.4291593873583555,36.481913062596675
1,51,169,2.6666310935476965,37.050340405477726
1,51,240,168.88799171499824,53.205675512436216
1,51,407,7.174466285357649,30.08769748769389
1,51,515,6.8941111634883745,53.60087480500467
1,51,520,18.455382695008723,37.02900315762046
1,51,532,172.3920140668057,70.5071926816897
1,51,553,167.35739878080386,91.70382089872857
1,51,571,16.77547708439742,25.42648443507304
1,51,611,31.02245277236016,21.739507420618093
1,51,618,10.78259012512136,11.044221300613323
1,51,636,6.6016170801972605,43.4696692805148
1,51,637,8.105100940548555,48.64320610391126
1,51,649,15.315797234034441,88.39586167179544
1,51,654,17.53225628776814,64.417769852678
1,51,669,13.454147982188701,145.04816463192518
1,51,672,14.720511504383255,51.60302453103921
1,51,681,38.0443559628011,46.47462766163941
1,51,685,12.482158083765894,71.35331396655668
1,51,698,12.107415851808742,70.47832679789461
1,51,780,15.3322400583778,76.23441469668806
1,51,946,12.582815482563065,87.16216842795457
1,51,1038,165.01967491338144,3.2532448471991033
1,51,1057,161.98840294711175,32.746826347517164
1,51,1063,150.6405205246725,51.19479611563597
1,51,1076,159.80009032963707,112.00515667393312
1,51,1080,173.10154814740403,61.318016754115504
1,51,1091,158.57144651711678,125.31347967927309
1,51,1092,11.546513400733259,44.97261029752316
1,51,1110,156.08741157979316,7.1285519165154465
1,51,1149,165.22840302289708,12.852821921198348
1,51,1150,178.19630938982138,51.04448882824084
1,51,1160,9.653105161816725,81.03875205566888
1,51,1182,178.78910505792155,42.274254751215196
1,51,1220,172.3778490833628,115.36020323100793
1,51,1528,167.2552393701333,18.406930168245793
1,51,1536,3.258160902867305,14.475552266714459
1,51,1566,8.206737144229324,21.98071367835873
1,51,1571,1.6965953957510995,19.442547394141208
1,51,1584,168.7700585892038,31.253646214630674
1,51,1588,3.145838195944932,24.81141631151481
1,51,1603,166.02587141463684,30.179411441904264
1,51,1611,169.2352830314088,149.264230258496
1,51,1617,170.124587558911,22.02065249712006
1,51,1628,172.1446858428328,10.234383709584224
1,51,1629,165.7527209125879,19.22033680168434
1,51,1645,1.3169319380809217,23.534350580844492
1,51,1650,166.86936176847905,18.501912693242584
1,51,1673,155.72951150798312,26.367260120304078
1,51,1674,167.50927967136207,11.904885302394591
1,51,1687,167.6012858468615,137.59707000350753
1,51,1693,167.9215662649605,6.0515482872136825
1,51,1698,149.87451787439295,225.14529208535055
1,51,1699,167.7071800422273,71.83838788982771
1,51,1700,167.71309408001187,36.21413940690202
1,51,1708,154.68565835421063,117.43183245107592
1,51,1709,170.71161648072749,25.779731386863713
1,51,1715,168.87541433646348,13.191795156412061
1,51,1729,170.35645874418015,31.96880510858067
1,51,1927,153.27564169337586,11.041769433326118
1,55,22,165.3008826496508,75.76235066691817
1,55,49,8.698039028692104,5.1655088774353315
1,55,62,164.76001536726287,292.26905387701544
1,55,89,5.930346123224659,18.1368090255284
1,55,100,6.62676812602732,7.229050688409827
1,55,128,10.183788745048663,12.28646589836667
1,55,360,144.94686566295994,989.0023781015773
1,55,513,8.313150264164076,34.9301657485953
1,55,526,3.5379121329819596,32.747584412990754
1,55,530,13.157404155870914,119.70356226063127
1,55,546,71.14360934422353,50.54565603075366
1,55,562,1.53333782751374,13.519608723584904
1,55,563,72.23246668648844,56.5202091323828
1,55,588,8.125917020355875,54.93410208505053
1,55,598,9.247155891723178,13.401783639496086
1,55,603,8.494067458756415,56.98379390602776
1,55,612,103.13119550100755,337.1181083495738
1,55,618,12.469277495693749,102.73704280189338
1,55,621,13.473701955134603,19.14604181101015
1,55,622,144.62995742286702,179.89822383273156
1,55,638,56.00132066297944,49.957727752722505
1,55,641,11.608568423048547,24.902427544844958
1,55,654,9.74901263011975,33.94128135081417
1,55,663,11.242350318378051,40.56956196218867
1,55,793,78.63730157382965,113.84396715056285
1,55,920,11.088707202113874,89.61611459909321
1,55,1025,99.35735522975128,192.7380280757145
1,55,1038,8.886562579437042,37.45886722062422
1,55,1041,8.10954967757139,14.877518786603003
1,55,1044,154.3825467280792,116.97069425953653
1,55,1049,82.32138721199297,28.827542954275394
1,55,1053,159.80911689167397,27.57109087449293
1,55,1055,51.879790292234155,152.57826965104468
1,55,1064,160.23832453140693,167.30448403491633
1,55,1068,131.16213097850746,990.9250724870761
1,55,1088,11.028613592261603,25.744991284296983
1,55,1100,4.597995687981743,42.716658552408695
1,55,1103,49.195964099190235,119.2544422161778
1,55,1115,6.438967540694353,40.07187285729064
1,55,1120,8.184267602670106,68.75783279905839
1,55,1132,19.70010024911128,176.290559226137
1,55,1136,3.8931997070088378,12.001521027713542
1,55,1147,10.900634341989223,28.811206923492634
1,55,1164,2.889493399687884,39.805638907746996
1,55,1177,74.74552669015421,141.08804894759427
1,55,1347,4.675866432719831,63.01566500144501
1,55,1520,61.029698437693504,423.7993475489324
1,55,1543,7.477030441319708,24.782657106147674
1,55,1563,14.283762621549494,56.98915026409622
1,55,1567,6.0543271899054165,21.717492009809003
1,55,1585,33.573897710414556,42.33543920535434
1,55,1592,18.621047662757874,28.541625084425068
1,55,1603,4.677139713425674,29.490216079580527
1,55,1604,39.75698788332916,334.9871161972909
1,55,1609,7.238568865350871,14.043269548658868
1,55,1612,4.474793437039026,22.62843988190989
1,55,1625,5.540580070095049,53.6135408820934
1,55,1632,9.482312726360083,82.17389177797565
1,55,1643,24.137941417715275,34.262505523093544
1,55,1666,5.914431858866008,22.450144210782327
1,55,1717,31.02002359914908,26.569240621533794
1,56,1,15.487058562183664,38.2109513633891
1,56,24,24.886715442733475,78.56711166393009
1,56,32,27.021037643716678,42.538702087272135
1,56,39,4.465059733831392,21.279458057436642
1,56,46,5.458451497610714,42.50374571978239
1,56,53,10.49461523169608,27.68562873503503
1,56,62,37.98705820635842,28.47785320090786
1,56,75,14.334329552874703,29.484311356160763
1,56,85,2.47202110349428,19.288430672853
1,56,98,78.72037156981906,106.89305834552076
1,56,104,28.6082950617872,29.78375407762451
1,56,107,6.097554387210609,36.32716864226843
1,56,116,5.113520056498228,16.538644181756307
1,56,119,5.183170122938047,26.828611661155335
1,56,128,4.1390199739452385,16.118779687312287
1,56,132,3.166205421224578,32.02666205611408
1,56,140,27.81857482505278,308.96586334431333
1,56,143,4.579128771950062,7.538064375924728
1,56,254,8.827076426788484,8.33528619808649
1,56,357,27.506308191840336,58.915628402220065
1,56,498,0.6953737979433843,16.92489866494205
1,56,515,6.260083868995531,22.112257693347537
1,56,517,7.328665997970694,5.196205746936497
1,56,522,2.8459421425852818,13.646256713670377
1,56,527,1.9965136268505213,3.1889491238989383
1,56,535,2.516834428086765,3.8213576867342502
1,56,538,2.0110981162732267,13.753383116007328
1,56,551,3.748285373059575,15.603831275382683
1,56,553,2.378039619955391,10.611921543629181
1,56,559,1.9740355975736006,12.868715437890653
1,56,563,30.77934800212997,138.17412307602794
1,56,567,84.72407916353085,361.46481740040684
1,56,570,14.215967413106435,10.289577311963306
1,56,575,1.4243574593393742,10.379133072017401
1,56,578,9.802990236979431,8.705668510422058
1,56,587,2.8562102581675446,2.9319027608884167
1,56,589,3.944860377967341,3.7100258805261586
1,56,596,9.112839145546644,44.48546591781472
1,56,598,4.223655006047071,19.884604612811707
1,56,601,4.670474562820039,12.45620864897887
1,56,603,5.285152796138984,7.873963300420186
1,56,604,3.4427355695206274,13.618687216339637
1,56,608,9.434418776807123,45.81917283131743
1,56,628,3.870812920205772,6.096349721309427
1,56,631,5.6980691940902375,15.62984650159416
1,56,634,4.425478481237597,20.571881309908964
1,56,644,4.4890854934953,14.44799789127395
1,56,653,7.775305391848184,17.4719298296724
1,56,753,11.612414127612356,10.612695520834517
1,56,956,2.44376646152084,11.07772366494883
1,56,1025,6.98468029602932,12.790669673857064
1,56,1028,5.802878929092172,4.188458991939321
1,56,1036,1.928219069864903,19.920247068944086
1,56,1037,3.857462946453836,13.305981074835705
1,56,1044,4.6757170722350345,18.643484057299194
1,56,1046,3.0884090162326476,15.711677345924459
1,56,1047,5.6168975572319875,14.666655275547852
1,56,1048,6.738789330210728,2.955137478424721
1,56,1049,1.0775021106256981,15.364642660546764
1,56,1054,1.61011256876272,19.517078277148848
1,56,1062,5.3133348637932,3.6932301509621523
1,56,1064,4.579290403458208,6.85326250691091
1,56,1070,12.837931395989706,36.31318316192692
1,56,1078,5.04778969899874,12.176092375222938
1,56,1087,3.5412410257039326,21.641223846291147
1,56,1097,2.6503589129359297,11.191807565135438
1,56,1108,7.2164376297613195,7.221703750664123
1,56,1116,4.772822369923235,9.736946835681096
1,56,1124,3.2399454482798316,9.45563699360737
1,56,1135,11.63783276114817,14.606767575097855
1,56,1146,13.814762247866932,22.31276323934335
1,56,1158,3.937103275656201,6.8228779343983845
1,56,1171,2.1311243229597445,26.548208017012488
1,56,1202,11.544282685155645,36.34755567552653
2,50,620,3.3432844002369246,29.279592418786912
2,50,623,2.562078128316759,30.4536024327184
2,50,629,3.38893808160667,13.497837652040866
2,50,633,3.788022483140185,24.061815451921806
2,50,640,4.14262890837252,22.06354025482261
2,50,642,1.6099154136741596,23.919172052518924
2,50,644,2.2594985872372093,26.216674604325355
2,50,651,2.5219939969839382,18.47841048018009
2,50,653,3.342836649953624,11.455530429802746
2,50,660,3.569937382332356,35.878000881840144
2,50,662,1.4148834053866233,24.30465649622172
2,50,671,1.906653556711181,17.54629873641816
2,50,681,1.385447246475367,18.022594023032603
2,50,682,1.7345178757496678,19.293083421869483
2,50,701,1.181386914563225,23.627685249088003
2,50,712,2.7667044486464922,18.679811761557463
2,50,721,2.8983033377950695,31.466569452686432
2,50,722,1.3207555994249318,24.980803177581382
2,50,735,1.9315060843156717,14.041765734674469
2,50,737,0.8589464992389289,21.405546601751716
2,50,751,1.4363003548783926,14.84029519867407
2,50,757,1.7957817695757288,23.557558641581124
2,50,769,1.9551101149469625,18.010974893616464
2,50,923,3.502826348019472,35.99896499490008
2,50,1026,1.5681348202365786,11.000348245823313
2,50,1044,1.311387540251821,12.481966804853286
2,50,1052,1.9647507841806848,19.924022273726333
2,50,1058,1.7591722525264102,8.609724560701126
2,50,1066,4.083256364280735,33.205014308622374
2,50,1077,1.1615883317099749,18.322236332585057
2,50,1094,1.2703356907675774,15.382351298627182
2,50,1098,0.683462084701465,19.313744644090367
2,50,1105,1.086128046245584,22.96581226059536
2,50,1113,1.338871111557549,19.445275785301064
2,50,1125,1.1643037454429632,9.266678619553904
2,50,1130,2.8538167356961046,22.14375998505891
2,50,1145,1.553660084663652,24.24360317507176
2,50,1150,1.025291918495715,19.990432751088672
2,50,1169,1.012454105340181,16.075932395066133
2,50,1189,1.0410544973892775,12.404887175192147
2,50,1192,1.8699783933950211,14.888804401236474
2,50,1209,1.5651955713634582,14.469659670114913
2,50,1216,1.564729655416805,30.51902134853495
2,50,1242,1.9204911425947306,26.314845258599178
2,50,1246,0.7540391816841499,16.749450031351238
2,50,1263,2.8368161380045915,22.521230631429702
2,50,1266,2.2264731758669996,20.841868070366495
2,50,1280,1.0386242870684135,22.103321060453517
2,50,1284,2.4847325996039022,26.0993221713154
2,50,1324,2.8638116362901846,16.15054456588083
2,50,1480,3.3108823750846987,32.26255776868081
2,50,1542,2.605168233695516,30.768352500780534
2,50,1564,0.9562591721991817,25.05675676591323
2,50,1592,2.0751730703474562,25.328229745462405
2,50,1593,16.787754260941657,31.641505710053483
2,50,1613,3.019174280878075,18.079989434039184
2,50,1629,2.152881763602524,26.493161799929574
2,50,1656,57.8247424797858,100.64037366154298
2,50,1658,6.292812234936372,13.402792828300484
2,50,1669,1.5101852649160723,34.51312842496702
2,50,1678,2.2421865659883733,12.371132570567223
2,50,1695,2.708770940844085,19.7326657195783
2,50,1708,1.3767187332915558,27.711098871728705
2,50,1711,2.0237341007438983,28.03692414589395
2,50,1713,7.918342618043068,30.72869100430758
2,50,1714,8.15088309738752,29.41861223682313
2,50,1718,2.247472668992049,26.873653911845054
2,50,1719,1.627906415874253,27.149129410843344
2,50,1733,2.931570527708487,18.0054795596713
2,50,1743,51.574904402365554,88.95616616990988
2,50,1745,6.220267481883086,21.179495931993692
2,50,1756,3.2441229196048,9.956651295437819
2,50,1778,23.936295404073633,104.54200857654676
2,50,1782,6.230954618012364,12.727207198814863
2,50,1874,8.299751581850765,43.16680369355631
2,54,1,2.2714267775189785,22.59358275160776
2,54,32,11.739773408964698,31.504304579723428
2,54,43,73.17589645913233,278.4570685202327
2,54,56,45.168807416183476,44.5369905991069
2,54,63,73.61503056319869,57.85759554151793
2,54,69,125.82377706780015,56.043207981578796
2,54,81,94.75143439722454,434.2074960962903
2,54,86,5.322838858593361,49.91001612256523
2,54,90,106.05407083162541,239.72805373756412
2,54,135,20.42704510859006,70.43054860497493
2,54,202,9.260172069390173,70.331126771705
2,54,390,61.56678405317136,78.45739535255747
2,54,479,33.42251884192953,43.70351949663562
2,54,514,6.987034101011882,39.97156956063609
2,54,530,92.18924645493094,708.1547755342792
2,54,537,1.5288573101939404,8.104359186554813
2,54,561,7.807430048212211,23.31056092796346
2,54,588,113.2443615622683,550.7336780876404
2,54,589,127.33675877402818,317.23097430940106
2,54,595,144.19311542199748,943.7926559945914
2,54,598,150.92556663859582,175.43369509703524
2,54,604,50.75541599117023,59.46771788292437
2,54,741,100.5063389560503,180.4034402940902
2,54,866,52.20543118270231,578.2022969747178
2,54,1024,21.1101610308011,600.351292020645
2,54,1025,113.88578787588482,36.27702241663114
2,54,1028,154.42387746693836,507.21726413036146
2,54,1029,98.06727343831982,1663.5878487482591
2,54,1032,144.3012848941306,362.9698751005663
2,54,1033,91.98805780309868,353.7998657521104
2,54,1039,33.158118430582256,277.00419432435115
2,54,1042,83.76509118858739,244.02897023059413
2,54,1063,155.7964398516153,637.3030581691107
2,54,1068,94.04441622832282,200.40408274394133
2,54,1080,96.27690886171543,621.157337368093
2,54,1083,100.08952040461475,238.75735227662398
2,54,1089,11.89589446312109,126.91970329920706
2,54,1096,90.46017283199637,160.51189766464765
2,54,1106,131.78483264489313,972.7742561161112
2,54,1110,51.51694581945489,155.8215397259401
2,54,1111,138.21897280423423,129.39222500140016
2,54,1134,88.20367335898574,703.4647577605718
2,54,1178,32.66720914407726,106.53241964536836
2,54,1355,12.532041945013605,11.37587989752606
2,54,1531,34.24087405209073,82.75241503430016
2,54,1539,22.902575977543574,36.01503061599684
2,54,1543,25.117154523342016,84.58934464416176
2,54,1547,25.137279076368916,36.21160538764234
2,54,1550,24.78780672747764,14.129526723846853
2,54,1557,29.926662182992008,87.57904161786479
2,54,1559,46.99290832198032,26.277692149376637
2,54,1568,23.123700071807367,80.37118645338212
2,54,1573,8.75894221250021,72.1575501311785
2,54,1580,40.581125243777684,28.621196636716633
2,54,1585,19.02568109291564,27.818107023203957
2,54,1595,40.147705621868205,49.04047657670913
2,54,1597,15.938521335662244,9.30016107205737
2,54,1605,47.20913476305122,29.501252817708895
2,54,1613,16.170765994139483,26.389423873691488
2,54,1619,51.66141658954999,41.1465361889052
2,54,1625,5.468819946313138,70.90512512703431
2,54,1663,56.795100196838064,25.472380596642516
2,54,1844,11.18729055414031,14.436775151279397
2,59,1,82.1670819508662,68.5466596540667
2,59,29,7.137456183960277,46.77725155002421
2,59,37,7.328170585992218,49.23489612852305
2,59,55,35.51791013358777,42.152855508378686
2,59,61,7.678546427247124,100.19888580638093
2,59,68,8.726359714952094,35.522226573464955
2,59,80,8.023168537351921,28.34918508896795
2,59,88,11.150650264168366,89.65164797677116
2,59,99,69.11779423235711,160.01818866565023
2,59,114,76.02938587345294,96.45360364735417
2,59,120,72.63863302144227,66.28528782912049
2,59,126,8.767948292738906,45.23779549080102
2,59,127,10.654601389210283,29.727168082442574
2,59,132,7.077479624307004,57.61851283375664
2,59,164,10.80411753509333,21.806700221934793
2,59,242,4.4252864530523555,73.22191227075868
2,59,274,3.953125209718009,50.05688821702823
2,59,320,32.292676797326614,100.18410329180371
2,59,422,43.69233365000965,61.79704048549296
2,59,455,4.772950457778938,46.71947725210851
2,59,492,4.305359301102324,21.69490702742063
2,59,510,53.439666672156044,57.10790367556722
2,59,514,13.444384886872111,10.317949925705504
2,59,515,8.090798874923717,13.490068720053717
2,59,523,9.231848559642154,6.795674753092729
2,59,525,56.28094439057276,75.0170046940023
2,59,530,58.48739349181645,61.2314863399404
2,59,535,8.722496851655643,15.420018002696615
2,59,545,3.7122776919630747,20.045459251741605
2,59,561,65.202519100676,51.911214058895354
2,59,567,59.191185990929114,42.97222399573583
2,59,615,11.664310479765186,13.313110401741985
2,59,629,9.791440048516966,5.862962789650058
2,59,636,4.294531323867732,3.1640665303967235
2,59,637,4.484585199098364,15.327172356755833
2,59,648,13.902856457516691,11.104921721952326
2,59,710,69.65249059141546,53.91057122652445
2,59,801,5.03263658553571,24.57036406410617
2,59,908,7.90970158058898,17.762329453364003
2,59,1026,2.151041368456518,26.300194221826008
2,59,1027,2.6893416809182353,28.355655269799787
2,59,1032,3.1328612755964524,18.698323506641707
2,59,1034,2.067561695620534,22.43248471677241
2,59,1039,2.2677141695191922,18.836714274141634
2,59,1044,3.449665692254069,29.69283010168134
2,59,1048,1.487161882493473,24.58090998716765
2,59,1054,2.336836276809077,19.174003130277697
2,59,1060,2.584847721195865,32.244461806728005
2,59,1063,4.184776210019582,17.492189171982748
2,59,1064,3.5896848983452045,19.032432463525545
2,59,1068,3.535766589905162,15.668844020967239
2,59,1070,1.5063523392165428,22.814011025662673
