obj_id,IoU
1,0.4082710999185662
2,0.7756275917597133
3,0.5967937132525241
4,0.7957119108785513
5,0.8113957165794329
6,0.6060179829385032
7,0.004514262053067079
8,0.0
9,0.0
10,0.9137747147750979
11,0.9209729031641641
12,0.6263661618883619
13,0.8534422772861984
14,0.8642034385156001
15,0.8496827365257476
16,0.8091895998213625
17,0.6898983840837299
18,0.5795469451017056
19,0.2100873117159666
20,0.7226236747992957
21,0.565667323711408
