scene_id,im_id,obj_id,x_offset,y_offset,z_offset,x_angle,y_angle,z_angle
57,1,18,-0.8810400826283917,3.3371949771077922,-119.7880167530617,105.96210082585247,-40.16361939139764,68.04064634765706
57,24,18,6.692502943381026,-22.34835241996894,-40.86894088899783,-119.6771572394625,41.93581952702859,-111.06133589479883
57,38,18,-2.174065224050281,2.5961295479197375,-114.50816958916255,102.64714453616344,-41.16159620921178,64.7292741576744
57,49,18,-1.8879535359076414,-2.0987008720121665,-17.045233299025767,28.294545157458376,-28.72858911200144,20.83883788564172
57,61,18,12.336424865092987,-11.061970200880793,28.539292928464647,-33.92272634740502,32.74645274156891,-158.18355931608596
57,74,18,1.031405134629921,4.4654526800245975,-33.87602640972125,104.20351632652199,-41.50906614240058,49.60194165568566
57,81,18,-4.706779967486131,-0.4743716928120705,-52.5866867444596,45.994601056764935,-12.674415799423848,6.5938584893067205
57,88,18,3.1978248348567524,1.3733940928076507,-83.29692623422318,101.48044117167575,-41.77421983442487,59.94088190053558
57,119,18,4.5889109073989705,1.869851613554907,-102.68973071310302,106.18223399732359,-37.435798863178434,76.05625935043435
57,246,18,5.021857672629494,3.3554921852850113,-68.27417138404383,117.24892672258437,-35.7606847839648,68.36045200110756
57,483,18,1.04216880689469,-0.747965740731118,13.260487905725427,70.94562581252022,-35.762791670432144,60.564521664489156
57,518,18,5.00203430941599,-1.2359403024241473,-69.01594480460949,115.23854306006703,-22.370942900969304,74.78639265359327
57,526,18,4.416819016117948,-1.6359737883672807,-65.52735672898041,112.19684970853436,-29.20483669747847,63.145492347645394
57,528,18,4.593765540937312,-1.465046271825912,-71.34379070059003,113.57333204835729,-28.051251137346117,63.660688204064115
57,537,18,0.6047337258139507,3.2334518264450836,27.499233223016063,81.01986960044012,-28.917789140366025,71.32591078828438
57,541,18,3.2370960601012655,1.2891717379571475,-44.30852122529677,103.41382460973175,-23.381748478533368,75.05710712622623
57,553,18,3.5673560626393943,-1.613523817759102,-68.24600176184413,99.6313784030097,-30.172990561416714,66.1288752882579
57,554,18,1.0825684927524968,7.17560759380973,83.8796944583222,95.54609276322358,-20.228110382868895,90.03074610767047
57,565,18,1.486950210621366,2.593630642257537,22.982258014471313,82.0646405822105,-30.465301283333282,70.07952635073043
